Name,RA,Dec,Region,IRAC1,IRAC2,IRAC3,IRAC4,MIPS1,WISE1,WISE2,WISE3,WISE4 
[PZ99]J161933.9-222828,244.891525269,-22.4748344421,USco,,7.781E-02,,3.05E-02,3.66E-03,1.304E-01,7.105E-02,1.316E-02,
RXJ1548.0-2908,237.012161255,-29.1435852051,USco,,6.592E-02,,2.445E-02,3.045E-03,1.149E-01,6.269E-02,1.147E-02,
RXJ1550.0-2312,237.520797729,-23.1982574463,USco,,6.238E-02,,2.313E-02,2.652E-03,9.388E-02,5.866E-02,1.141E-02,1.036E-02
RXJ1550.9-2534,237.735076904,-25.5719356537,USco,,1.279E-01,,4.616E-02,5.053E-03,2.209E-01,1.219E-01,2.045E-02,
RXJ1554.0-2920,238.514938354,-29.3376197815,USco,,6.715E-02,,2.537E-02,3.247E-03,1.173E-01,6.767E-02,1.177E-02,
RXJ1558.1-2405A,239.533981323,-24.0980472565,USco,,5.334E-02,,2.015E-02,1.957E-03,8.641E-02,4.966E-02,8.379E-03,
RXJ1600.7-2343,240.186065674,-23.7207832336,USco,,2.143E-02,,7.875E-03,9.717E-04,3.246E-02,2.116E-02,4.051E-03,
RXJ1602.8-2401A,240.718475342,-24.0396251678,USco,,1.538E-01,,6.085E-02,6.847E-03,2.942E-01,1.46E-01,2.754E-02,7.242E-03
RXJ1603.6-2245,240.89793396,-22.7655830383,USco,,8.934E-02,,3.313E-02,3.763E-03,1.559E-01,8.433E-02,1.494E-02,6.354E-03
ScoPMS23,240.543563843,-22.6911220551,USco,,1.178E-01,,4.449E-02,5.34E-03,2.013E-01,1.112E-01,2.008E-02,
ScoPMS28,241.363601685,-19.6462783813,USco,4.748E-02,3.304E-02,2.054E-02,1.248E-02,1.471E-03,4.859E-02,2.86E-02,5.4E-03,
ScoPMS29,241.427780151,-20.0708408356,USco,,4.909E-02,3.41E-02,1.855E-02,2.396E-03,7.716E-02,4.79E-02,8.863E-03,
ScoPMS32,241.666259766,-20.0244808197,USco,,2.163E-02,,7.875E-03,9.717E-04,3.246E-02,2.034E-02,3.192E-03,
ScoPMS45,242.835739136,-18.3485965729,USco,,7.853E-02,,3.05E-02,5.695E-03,1.401E-01,7.649E-02,1.65E-02,
HD142361,238.749435425,-23.7883872986,USco,4.748E-01,2.904E-01,,1.048E-01,1.305E-02,4.977E-01,2.829E-01,4.966E-02,1.781E-02
[PZ99]J161402.1-230101,243.50881958,-23.0172691345,USco,1.238E-01,7.639E-02,,2.756E-02,3.594E-03,1.327E-01,7.331E-02,1.323E-02,6.39E-03
[PZ99]J161411.0-230536,243.546157837,-23.0934009552,USco,5.112E-01,4.046E-01,,3.6E-01,3.073E-01,3.629E-01,2.577E-01,2.86E-01,3.211E-01
[PZ99]J161459.2-275023,243.74659729,-27.8397254944,USco,1.039E-01,6.354E-02,,2.313E-02,4.608E-03,1.13E-01,5.954E-02,1.115E-02,7.123E-03
155532.4-230817,238.885147095,-23.1381092072,USco,,,,,,4.205E-03,2.484E-03,,
155728.5-221904,239.368713379,-22.3180847168,USco,,,,,,8.851E-03,6.031E-03,1.53E-03,
155729.2-221523,239.371658325,-22.2565898895,USco,,,,,,3.612E-03,2.388E-03,9.48E-04,
155737.2-224524,239.404937744,-22.7569923401,USco,,,,,,3.421E-03,2.17E-03,,
155742.5-222605,239.427078247,-22.4348678589,USco,,7.031E-03,,2.537E-03,,1.002E-02,6.588E-03,1.475E-03,
155912.5-223650,239.801864624,-22.613948822,USco,,,,,,7.122E-03,4.993E-03,1.279E-03,
160007.2-222406,240.02973938,-22.4018421173,USco,,,,,,3.273E-03,2.17E-03,,
160018.4-223011,240.076843262,-22.5031909943,USco,,,,,,2.771E-02,2.706E-02,6.003E-02,2.083E-01
160026.3-225941,240.109634399,-22.9948043823,USco,,,,,4.96E-04,1.088E-02,7.578E-03,1.83E-03,
160028.5-220922,240.118530273,-22.1563568115,USco,,,,,,3.504E-03,2.335E-03,,
160030.2-233445,240.125976562,-23.5793647766,USco,,,,,,6.801E-03,4.751E-03,,
160106.0-221524,240.275222778,-22.2568473816,USco,,,,,,9.803E-03,6.829E-03,1.239E-03,
160110.4-222227,240.293243408,-22.3743343353,USco,,,,,,4.527E-02,2.962E-02,5.46E-03,
160121.5-223726,240.339859009,-22.6240386963,USco,,,,,9.365E-04,3.55E-02,2.357E-02,4.483E-03,7.418E-03
160129.8-224838,240.37437439,-22.8107433319,USco,,,,,,2.281E-02,1.539E-02,2.54E-03,
160140.8-225810,240.420288086,-22.9695510864,USco,,,,,,6.745E-02,5.888E-02,6.516E-02,1.86E-01
160158.9-224036,240.495620728,-22.6769065857,USco,,1.734E-02,,6.141E-03,7.934E-04,2.451E-02,1.61E-02,2.592E-03,
160632.1-202053,241.633773804,-20.3483047485,USco,,,,,,5.842E-03,4.104E-03,1.146E-03,
160716.0-204443,241.816955566,-20.7454891205,USco,,,,,,2.504E-02,1.62E-02,3.83E-03,8.651E-03
160722.4-201158,241.843353271,-20.1994915009,USco,1.048E-02,,7.256E-03,,,9.704E-03,8.356E-03,5.577E-03,9.887E-03
160726.8-185521,241.861785889,-18.9233150482,USco,,,,,,2.003E-02,1.312E-02,2.37E-03,
160727.5-201834,241.864761353,-20.3095664978,USco,1.058E-02,7.569E-03,4.794E-03,2.705E-03,,1.063E-02,7.488E-03,1.482E-03,
160735.5-202713,241.898162842,-20.4537391663,USco,,,,,,6.312E-03,4.333E-03,8.069E-04,
160744.5-203602,241.935394287,-20.6008548737,USco,8.328E-02,,,,2.579E-03,8.192E-02,5.243E-02,1.051E-02,
160800.5-204028,242.002151489,-20.6747016907,USco,1.171E-02,8.223E-03,5.817E-03,3.253E-03,,1.141E-02,7.784E-03,2.078E-03,8.074E-03
160803.6-181237,242.015426636,-18.2107048035,USco,,,,,,1.445E-03,9.736E-04,,
160822.4-193004,242.093093872,-19.5014514923,USco,8.328E-02,5.585E-02,3.603E-02,2.052E-02,,8.609E-02,5.181E-02,1.018E-02,
160841.7-185610,242.173797607,-18.9363250732,USco,,,,,,1.244E-02,9.044E-03,1.833E-03,
160908.4-200928,242.285186768,-20.1577205658,USco,,,,,,6.335E-02,4.047E-02,7.015E-03,
160916.8-183522,242.320205688,-18.5896148682,USco,,,,,,4.679E-02,2.818E-02,5.214E-03,
160935.6-182822,242.398284912,-18.4731216431,USco,,,,,,1.974E-02,1.394E-02,1.258E-02,2.532E-02
160936.5-184800,242.402206421,-18.8002643585,USco,,,,,,3.961E-02,3.641E-02,3.073E-02,6.904E-02
160943.8-182302,242.432632446,-18.3842277527,USco,,,,,,2.545E-02,1.703E-02,4.487E-03,
161007.5-181056,242.531387329,-18.1824455261,USco,,,,,,7.533E-03,5.51E-03,1.041E-03,
161028.1-191043,242.617477417,-19.1790237427,USco,,7.853E-03,,5.705E-03,6.785E-03,8.027E-03,6.686E-03,5.258E-03,8.747E-03
161030.0-183906,242.625350952,-18.6518192291,USco,2.538E-02,,1.284E-02,,,2.304E-02,1.628E-02,4.089E-03,
161043.9-192225,242.683013916,-19.3738498688,USco,,,,,,3.639E-02,2.266E-02,3.708E-03,
161110.9-193331,242.795669556,-19.5589122772,USco,,,,,,1.43E-02,1.194E-02,6.059E-03,6.575E-03
161112.3-192737,242.801574707,-19.4603996277,USco,,,,,,9.687E-03,9.078E-03,9.594E-03,2.056E-02
161156.2-194323,242.984420776,-19.7230396271,USco,,,,,,4.057E-02,2.662E-02,4.373E-03,
161437.5-185823,243.656311035,-18.9733524323,USco,6.677E-03,4.603E-03,3.167E-03,1.787E-03,,6.573E-03,4.369E-03,,
Lodieu_1,242.023132324,-22.3019523621,USco,,,,,,3.975E-02,2.419E-02,4.756E-03,
Lodieu_2,242.065261841,-22.372215271,USco,,,,,,3.782E-02,2.419E-02,3.688E-02,9.151E-02
Lodieu_3,242.095993042,-23.5914993286,USco,,2.143E-02,,,1.126E-03,3.424E-02,2.122E-02,4.169E-03,
Lodieu_5,242.258361816,-23.3777942657,USco,,,,,,3.246E-02,2.038E-02,3.743E-03,
Lodieu_6,242.907684326,-22.1742763519,USco,,,,,,3.149E-02,2.087E-02,3.791E-03,
Lodieu_10,243.864303589,-22.6576480865,USco,,,,,,2.157E-02,1.389E-02,2.491E-03,
Lodieu_17,242.849975586,-22.8923892975,USco,,,,,,1.942E-02,1.206E-02,2.379E-03,5.627E-03
Lodieu_18,242.035308838,-22.4166641235,USco,,,,,,1.694E-02,1.07E-02,2.034E-03,
Lodieu_25,243.739608765,-23.4785346985,USco,,,,,,1.591E-02,1.019E-02,1.643E-03,
Lodieu_28,242.191940308,-22.7831401825,USco,1.544E-02,1.016E-02,,,,1.537E-02,9.917E-03,2.109E-03,
Lodieu_7,243.47644043,-23.3428478241,USco,,,,,7.371E-02,3.917E-02,3.287E-02,3.604E-02,7.832E-02
Lodieu_8,242.597671509,-23.2048988342,USco,,,,,,3.089E-02,2.053E-02,3.959E-03,
Lodieu_9,243.978637695,-23.2540607452,USco,,,,,,2.636E-02,1.752E-02,2.747E-03,
Lodieu_11,243.164779663,-22.468957901,USco,,,,,,2.508E-02,1.585E-02,2.921E-03,
Lodieu_12,242.289169312,-22.7664070129,USco,,,,,,2.217E-02,1.403E-02,2.606E-03,
Lodieu_14,243.660293579,-23.3603477478,USco,,,,,,2.213E-02,1.374E-02,2.401E-03,
Lodieu_15,243.925247192,-22.5899772644,USco,,,,,,2.077E-02,1.307E-02,2.257E-03,
Lodieu_16,242.494979858,-23.9075870514,USco,,,,,,1.899E-02,1.257E-02,2.228E-03,
Lodieu_27,243.300674438,-23.2545661926,USco,1.677E-02,,7.883E-03,,,1.645E-02,1.067E-02,1.772E-03,
Lodieu_36,244.173477173,-23.2608318329,USco,,,,,,1.38E-02,9.086E-03,1.153E-03,
Lodieu_13,242.610397339,-22.5148124695,USco,,,,,,2.262E-02,1.471E-02,3.209E-03,
Lodieu_21,242.821060181,-22.2190551758,USco,,2.624E-02,,1.739E-02,,3.018E-02,2.94E-02,1.619E-02,2.632E-02
Lodieu_23,242.829467773,-23.3222980499,USco,,,,,,1.764E-02,1.371E-02,8.472E-03,8.044E-03
Lodieu_32,241.644241333,-22.9178848267,USco,,,,,,1.478E-02,1.062E-02,2.166E-03,
Lodieu_33,242.758850098,-23.5973491669,USco,,,,,,1.555E-02,1.018E-02,1.826E-03,
Lodieu_39,242.443084717,-22.9259815216,USco,,,,,,1.377E-02,9.315E-03,2.514E-03,
Lodieu_40,243.422134399,-23.9060649872,USco,,,,,,1.345E-02,8.937E-03,1.364E-03,
Lodieu_41,242.906738281,-23.7707576752,USco,,,,,,1.184E-02,8.098E-03,1.377E-03,
Lodieu_45,243.996932983,-23.4934310913,USco,,,,,,1.04E-02,6.918E-03,1.132E-03,
Lodieu_46,244.139328003,-23.4558601379,USco,,,,,,1.053E-02,7.426E-03,1.318E-03,
Lodieu_48,243.556335449,-22.7493991852,USco,,,,,,9.414E-03,6.385E-03,1.231E-03,
Lodieu_50,241.663452148,-22.8094615936,USco,,,,,,9.903E-03,6.711E-03,3.934E-03,
Lodieu_51,243.062179565,-22.301076889,USco,,,,,,9.903E-03,6.504E-03,,
Lodieu_61,244.049331665,-23.2741146088,USco,,,,,,6.531E-03,4.438E-03,,
Lodieu_62,242.738677979,-23.998336792,USco,,,,,,6.537E-03,4.361E-03,,
Lodieu_68,243.067062378,-23.7402439117,USco,,,,,,5.051E-03,3.317E-03,1.166E-03,
Lodieu_67,243.867477417,-23.2622070312,USco,,,,,,4.518E-03,2.973E-03,,
Lodieu_69,241.60987854,-23.103143692,USco,,,,,,4.351E-03,3.037E-03,,
Lodieu_29,243.596359253,-22.3260669708,USco,,,,,,2.288E-02,2.008E-02,1.592E-02,2.248E-02
Lodieu_38,242.320419312,-23.6923599243,USco,,,,,,1.488E-02,1.009E-02,2.489E-03,
Lodieu_42,243.401992798,-23.4598121643,USco,,,,,,1.154E-02,7.98E-03,1.309E-03,
Lodieu_43,242.009078979,-22.9849357605,USco,,,,,,1.201E-02,8.18E-03,1.5E-03,
Lodieu_49,241.959976196,-22.3506069183,USco,,,,,,1.473E-02,1.379E-02,8.318E-03,8.604E-03
Lodieu_53,241.938415527,-22.3826236725,USco,,,,,,9.457E-03,6.625E-03,1.474E-03,
Lodieu_54,243.29510498,-23.2309455872,USco,8.252E-03,,4.137E-03,,,8.207E-03,5.582E-03,9.154E-04,
Lodieu_56,242.91835022,-23.1929912567,USco,,,,,,8.298E-03,5.675E-03,,
Lodieu_57,243.911117554,-22.6769733429,USco,,,,,,7.187E-03,5.044E-03,,
Lodieu_58,242.045059204,-22.4952354431,USco,7.953E-03,6.068E-03,,,,7.666E-03,5.66E-03,6.059E-03,1.008E-02
Lodieu_64,242.726211548,-23.1530246735,USco,,,,,,5.447E-03,3.617E-03,,
Lodieu_65,242.092895508,-22.2841396332,USco,,,,,,5.584E-03,4.055E-03,1.054E-03,
Lodieu_70,242.894592285,-22.3289470673,USco,,,,,,4.407E-03,3.048E-03,,
Lodieu_71,242.859588623,-23.6683254242,USco,,,,,,4.178E-03,2.921E-03,,
Lodieu_72,243.394866943,-23.4710025787,USco,,,,,,3.39E-03,2.412E-03,,
Lodieu_75,242.989074707,-22.2518577576,USco,,,,,,3.046E-03,2.166E-03,,
Lodieu_76,244.189147949,-23.5614967346,USco,,,,,,2.743E-03,1.991E-03,,
Lodieu_79,243.901992798,-23.2548675537,USco,,,,,,2.219E-03,1.542E-03,,
Lodieu_73,243.361068726,-22.509677887,USco,,,,,,3.589E-03,2.724E-03,1.153E-03,
Lodieu_74,243.195526123,-23.6446781158,USco,3.669E-03,2.577E-03,1.693E-03,1.001E-03,,3.291E-03,2.268E-03,,
Lodieu_77,243.427688599,-23.0244197845,USco,,,,,,3.161E-03,2.152E-03,,
Lodieu_78,242.909896851,-23.118686676,USco,,,,,,2.801E-03,2.04E-03,,
Lodieu_59,242.493850708,-23.7551689148,USco,,,,,3.904E-03,8.949E-03,7.014E-03,3.012E-03,
Lodieu_90,242.696426392,-22.663684845,USco,1.068E-03,7.569E-04,,,,9.285E-04,6.754E-04,,
CP-621293M,145.786834717,-63.217880249,CAR,,,,,,1.209E-01,6.54E-02,1.148E-02,3.28E-03
CP-522481M,143.108718872,-52.6276855469,CAR,7.645E-02,4.878E-02,3.003E-02,1.768E-02,,9.527E-02,5.147E-02,9.376E-03,
CD-561438,92.9707946777,-56.3179588318,ARG,,,,,,6.934E-02,3.77E-02,6.867E-03,2.307E-03
HD218860NM,347.973419189,-45.1334457397,ABD,,,,,1.061E-02,1.014E-01,6.409E-02,1.234E-02,5.048E-03
Sz123,242.714950562,-38.8871574402,Lupus,5.99E-02,5.04E-02,4.26E-02,4.49E-02,6.1E-02,5.432E-02,4.537E-02,3.966E-02,7.323E-02
LOri086,83.548264,9.8208437,LOri,1.407E-03,9.398E-04,6.262E-04,3.173E-04,,1.32E-03,8.669E-04,1.033E-03,
LOri088,83.706245,9.9796677,LOri,1.903E-03,1.3E-03,8.217E-04,5.519E-04,,1.747E-03,1.278E-03,1.044E-03,
HD147048,245.300827026,-40.5056762695,Lupus,,,,,,1.461E-01,7.98E-02,1.305E-02,
LOri084,83.961678,10.162555,LOri,1.965E-03,1.365E-03,8.232E-04,5.179E-04,,1.943E-03,1.286E-03,,
LOri092,83.962395,9.8509798,LOri,1.532E-03,1.081E-03,4.507E-04,4.125E-04,,1.353E-03,9.238E-04,1.053E-03,
LOri093,83.671669,9.8378639,LOri,1.517E-03,1.031E-03,5.732E-04,4.163E-04,,1.372E-03,9.436E-04,,
LOri114,84.075455,9.8737249,LOri,1.116E-03,7.752E-04,4.474E-04,3.907E-04,,9.858E-04,7.264E-04,,
LOri116,83.80014,10.017855,LOri,7.207E-04,5.203E-04,2.112E-04,2.326E-04,,6.543E-04,4.725E-04,,1.221E-02
C69-IRAC-002,84.230583,9.7799826,LOri,,,,,,4.535E-03,3.791E-03,2.318E-03,
C69-IRAC-003,83.962265,9.6490879,LOri,,,,,,2.422E-03,1.89E-03,,
HIP26401b,84.3050994873,-42.7159118652,ABD,,,,,,3.741E-01,1.897E-01,3.212E-02,8.533E-03
TYColM,89.4616394043,-38.0675811768,ABD,,,,,,2.928E-01,1.578E-01,2.811E-02,7.978E-03
BD-131328,90.5912704468,-13.9256954193,ABD,,,,,,2.59E-01,1.385E-01,2.523E-02,8.377E-03
BD+201790,110.931610107,20.4163341522,ABD,,,,,1.017E-02,5.967E-01,3.305E-01,5.905E-02,2.122E-02
HD59169,111.573936462,-49.680721283,ABD,,,,,,2.135E-01,1.144E-01,2.04E-02,7.189E-03
CD-294446,112.214073181,-30.2469596863,ABD,1.561E+00,9.805E-01,6.521E-01,3.453E-01,5.034E-02,1.777E+00,1.209E+00,1.876E-01,5.985E-02
HD178085,287.740966797,-60.272277832,ABD,,,,,,5.725E-01,3.148E-01,5.311E-02,1.687E-02
C69-IRAC-004,83.868599,10.040973,LOri,,,,,,6.272E-03,4.984E-03,5.224E-03,7.746E-03
C69-IRAC-005,83.855652,9.9132452,LOri,,,,,,2.438E-03,2.012E-03,2.526E-03,1.351E-02
C69-IRAC-006,83.719177,9.9305782,LOri,,,,,,1.035E-02,9.981E-03,5.577E-03,8.976E-03
C69-IRAC-007,83.516403,9.8700819,LOri,,,,,,1.441E-02,1.044E-02,5.894E-03,1.084E-02
C69XE-040,84.209404,9.9066,LOri,,,,,,3.932E-03,2.507E-03,,
C69XE-104c,83.981468,9.8693876,LOri,,,,,,3.415E-03,2.166E-03,1.673E-03,
Winston2009_68,52.2513046265,31.2273807526,NGC1333,1.04E-02,7.33E-03,5.31E-03,3.21E-03,,1.064E-02,7.454E-03,1.66E-03,2.24E-02
Winston2009_69,52.2529029846,31.3668956757,NGC1333,1.22E-02,1.08E-02,8.78E-03,5.36E-03,,1.321E-02,1.389E-02,,3.164E-02
Lodieu_80,243.636962891,-22.7037067413,USco,,,,,,2.159E-03,1.97E-03,,
Lodieu_83,242.031051636,-23.7515487671,USco,,,,,,2.203E-03,2.234E-03,2.196E-03,
Lodieu_84,242.625610352,-23.2546520233,USco,,,,,,1.844E-03,1.359E-03,,
Lodieu_86,243.58934021,-23.6540794373,USco,,,,,,1.145E-03,1.088E-03,,
HD37572,84.2369003296,-47.9646873474,ABD,,,,,3.338E-02,1.768E+00,9.324E-01,1.449E-01,4.486E-02
RXJ1524.5-3652,231.13482666,-36.8674354553,Lupus,,,,,,8.949E-02,4.813E-02,8.371E-03,
RXJ1525.0-3604,231.264923096,-36.0793075562,Lupus,,,,,,1.584E-01,8.887E-02,1.667E-02,6.176E-03
HD137059,231.320877075,-38.7572593689,Lupus,,,,,,5.289E-01,2.857E-01,4.929E-02,1.527E-02
RXJ1525.5-3613,231.388183594,-36.2296562195,Lupus,,,,,,9.894E-02,5.733E-02,1.683E-02,1.63E-02
RXJ1540.0-4634,235.010177612,-46.5718650818,Lupus,,,,,,7.554E-02,4.134E-02,7.53E-03,
RXJ1543.1-3920,235.776031494,-39.3387451172,Lupus,,,,,,8.192E-02,4.309E-02,7.251E-03,
1121486,80.1325912476,6.26988601685,BPI,,,,,,1.145E-01,6.51E-02,1.241E-02,
HD35850,81.7698745728,-11.9009246826,BPI,,,,,8.393E-02,3.288E+00,2.599E+00,3.151E-01,9.906E-02
V1311Ori,83.0187606812,-3.09143400192,BPI,,,,,,5.432E-01,3.32E-01,6.104E-02,2.028E-02
HD174429M,283.274475098,-50.1805458069,BPI,7.924E-01,4.969E-01,3.156E-01,1.718E-01,2.274E-02,9.633E-01,5.224E-01,8.97E-02,2.601E-02
AC3111475M,284.517303467,-29.8846111298,BPI,,,,,,2.197E-01,1.28E-01,2.364E-02,6.974E-03
HD42270M,88.3715515137,-81.9481124878,CAR,,,,,1.417E-02,5.746E-01,3.162E-01,5.572E-02,1.715E-02
HD44627M,94.803817749,-58.0543365479,CAR,4.577E-01,2.862E-01,1.791E-01,1.068E-01,1.394E-02,5.387E-01,2.948E-01,5.219E-02,1.484E-02
AC4436285M,103.854942322,-68.1058273315,CAR,,,,,,8.499E-02,4.609E-02,8.504E-03,3.008E-03
CD-571709M,110.348777771,-57.3436164856,CAR,,,,,,1.256E-01,6.867E-02,1.139E-02,
AC4065875,134.131240845,-57.0112876892,CAR,,,,,,4.155E-02,2.237E-02,3.912E-03,
RXJ1544.0-3311,236.015686035,-33.1864013672,Lupus,,,,,,1.493E-01,8.464E-02,1.611E-02,6.629E-03
RXJ1544.5-3521,236.14704895,-35.3636894226,Lupus,,,,,,1.037E-01,5.97E-02,1.076E-02,
Lodieu_82,242.372451782,-23.7200336456,USco,,,,,,2.054E-03,1.484E-03,,
Lodieu_85,243.41998291,-22.3294372559,USco,,,,,,1.309E-03,9.981E-04,,
Lodieu_89,241.849258423,-22.1838493347,USco,1.171E-03,8.148E-04,,,,1.017E-03,7.372E-04,,
Lodieu_93,241.700790405,-22.5111217499,USco,1.193E-03,8.69E-04,,,,1.082E-03,7.67E-04,,
Lodieu_87,242.127044678,-23.5863800049,USco,1.544E-03,1.34E-03,,,,1.38E-03,1.226E-03,,
RXJ1545.9-4222,236.467712402,-42.371219635,Lupus,,,,,,2.267E-01,1.269E-01,2.27E-02,6.153E-03
RXJ1603.2-3239,240.799255371,-32.6556167603,Lupus,,,,,,7.946E-02,4.516E-02,8.654E-03,9.636E-03
HD143677,240.939025879,-43.9303588867,Lupus,,,,,,3.961E-01,2.194E-01,3.894E-02,1.168E-02
RXJ1603.8-3938,240.968765259,-39.6503715515,Lupus,,,,,,1.697E-01,9.324E-02,1.76E-02,8.58E-03
RXJ1604.5-3207,241.127365112,-32.1246414185,Lupus,,,,,,1.325E-01,7.358E-02,1.311E-02,
RXJ1613.1-3804,243.302810669,-38.0642547607,Lupus,8.95E-02,5.3E-02,3.79E-02,2.18E-02,2.77E-03,9.94E-02,5.485E-02,9.647E-03,
HD55279M,105.126953125,-79.6960906982,CAR,,,,,1.085E-02,2.745E-01,1.478E-01,2.701E-02,1.164E-02
AC4047131M,118.881828308,-54.6140785217,CAR,,,,,,6.283E-02,3.373E-02,5.829E-03,
AC4050870M,122.788925171,-55.9323158264,CAR,,,,,,5.584E-02,3.017E-02,5.556E-03,
CD-63408M,126.02495575,-63.5673599243,CAR,,,,,,1.903E-01,1.063E-01,1.859E-02,5.31E-03
CP-541712M,129.295669556,-55.3029174805,CAR,,,,,,6.101E-02,3.311E-02,5.77E-03,
CP-531875,131.469573975,-53.4578781128,CAR,,,,,,1.015E-01,5.649E-02,9.79E-03,
CP-551885M,135.014205933,-55.6400756836,CAR,,,,,,8.057E-02,4.305E-02,7.762E-03,
Luhman2007_85,166.98878,-77.290619,ChaI,1.53E-01,1.702E-01,1.502E-01,1.214E-01,1.886E-01,9.821E-02,1.242E-01,1.011E-01,1.907E-01
HD49855M,100.942718506,-71.9765701294,CAR,,,,,9.952E-03,3.769E-01,2.015E-01,3.551E-02,1.103E-02
Luhman2007_86,166.99136,-77.645813,ChaI,1.088E+00,1.483E+00,1.839E+00,2.313E+00,,1.165E+00,2.41E+00,3.171E+00,6.068E+00
Luhman2007_87,166.99205,-77.711479,ChaI,1.039E-01,9.796E-02,7.739E-02,7.875E-02,1.105E-01,7.274E-02,7.928E-02,9.541E-02,1.366E-01
Luhman2007_94,167.02539,-77.661301,ChaI,5.018E-04,3.936E-04,,,,,,,
Luhman2007_97,167.0687,-77.74366,ChaI,,,1.475E-02,8.477E-03,,3.365E-02,2.172E-02,3.426E-03,3.857E-02
Luhman2007_98,167.07097,-77.736618,ChaI,,,1.03E-02,5.919E-03,,2.035E-02,1.48E-02,4.246E-04,4.965E-02
Luhman2007_125,167.32553,-76.508125,ChaI,1.908E-01,1.919E-01,1.587E-01,1.63E-01,2.676E-01,1.469E-01,1.573E-01,1.556E-01,2.698E-01
Luhman2007_127,167.34912,-76.389099,ChaI,4.023E-01,4.276E-01,3.739E-01,3.875E-01,3.338E-01,3.54E-01,3.97E-01,3.165E-01,3.623E-01
Luhman2007_158,167.65187,-77.370323,ChaI,2.447E-02,1.687E-02,1.171E-02,6.859E-03,1.027E-03,2.29E-02,1.795E-02,3.159E-03,
RXJ1614.4-3808,243.60987854,-38.1332550049,Lupus,6.67E-02,4.28E-02,2.95E-02,1.76E-02,,7.423E-02,4.119E-02,8.158E-03,
RXJ1615.3-3255,243.83430481,-32.9180908203,Lupus,,,,,,1.19E-01,7.627E-02,9.836E-02,3.929E-01
LOri089,83.766678,10.124114,LOri,1.535E-03,1.014E-03,3.872E-04,4.586E-04,,1.407E-03,9.862E-04,,
LOri013,83.484734,9.8991299,LOri,1.754E-02,1.156E-02,7.48E-03,4.728E-03,,1.751E-02,1.091E-02,3.339E-03,
LOri024,83.738022,9.9102011,LOri,1.1E-02,7.038E-03,4.698E-03,2.894E-03,,1.097E-02,6.736E-03,2.044E-03,
LOri026,83.650978,9.8956165,LOri,1.247E-02,8.353E-03,5.449E-03,3.277E-03,,1.363E-02,7.958E-03,2.455E-03,
LOri048,83.802315,9.8864269,LOri,6.364E-03,4.432E-03,3.03E-03,2.781E-03,4.054E-03,,,,
Luhman2007_151,167.53271,-77.463356,ChaI,1.805E-02,1.718E-02,1.662E-02,1.855E-02,2.049E-02,1.69E-02,1.877E-02,1.772E-02,2.297E-02
Luhman2007_157,167.64507,-77.368141,ChaI,3.878E-02,2.799E-02,1.962E-02,1.048E-02,1.704E-03,3.679E-02,2.706E-02,4.961E-03,
Luhman2007_159,167.6584,-77.544418,ChaI,2.424E-01,1.991E-01,1.909E-01,2.034E-01,2.802E-01,2.225E-01,1.83E-01,1.921E-01,3.583E-01
Luhman2007_160,167.66695,-76.515205,ChaI,2.054E-03,1.469E-03,1.011E-03,5.758E-04,,1.8E-03,1.396E-03,,
Luhman2007_166,167.73323,-76.759048,ChaI,5.553E-02,4.121E-02,4.794E-02,4.02E-02,7.039E-02,4.913E-02,4.533E-02,3.519E-02,7.605E-02
Luhman2007_167,167.79514,-76.699287,ChaI,5.815E-04,5.637E-04,5.871E-04,6.49E-04,1.017E-02,6.266E-04,7.073E-04,,7.473E-03
Luhman2007_182,168.12886,-76.740036,ChaI,1.488E-01,1.456E-01,1.238E-01,1.571E-01,,1.45E-01,1.375E-01,2.089E-01,2.026E-01
Luhman2007_188,168.33388,-77.017906,ChaI,3.408E-02,,1.461E-02,,1.329E-03,3.334E-02,2.051E-02,3.641E-03,
Luhman2007_192,168.38986,-76.593727,ChaI,1.926E-02,1.303E-02,8.724E-03,4.745E-03,6.785E-04,1.772E-02,1.214E-02,1.897E-03,
Luhman2007_193,168.56523,-76.460121,ChaI,3.346E-02,2.223E-02,1.434E-02,8.399E-03,1.752E-03,3.175E-02,2.134E-02,4.575E-03,3.606E-03
Luhman2007_194,168.60226,-77.551727,ChaI,2.658E-02,2.085E-02,1.757E-02,1.691E-02,1.939E-02,,,,
Luhman2007_196,168.62109,-76.427773,ChaI,,5.957E-03,,2.11E-03,,8.005E-03,5.455E-03,1.081E-03,
Sz53,196.3029,-77.514603,ChaII,7.98E-02,8.22E-02,7.16E-02,7.77E-02,8.38E-02,8.633E-02,8.317E-02,5.921E-02,9.815E-02
Luhman2007_147,167.51538,-76.558105,ChaI,1.502E-01,1.766E-01,2.112E-01,2.49E-01,3.66E-01,4.363E-02,3.584E-02,6.292E-02,2.511E-01
Sz54,196.33635,-77.650444,ChaII,4.01E-01,3.86E-01,3.19E-01,2.84E-01,2.55E-01,6E-01,5.623E-01,2.609E-01,3.353E-01
Sz55,196.62723,-77.566704,ChaII,2.7E-02,,2.05E-02,,2.61E-02,2.89E-02,2.694E-02,1.364E-02,2.622E-02
Sz56,196.66177,-77.509804,ChaII,2.9E-02,,2.03E-02,,4.94E-02,2.867E-02,2.381E-02,2.132E-02,5.601E-02
